2dm_id (unitless),bandgap (eV),ave:Polarizability,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,sum:hhi_p,var:boiling_point,var:c6_gb,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,var:thermal_conductivity
3577,5.2169,4.328461538461539,19.230769230769234,144.7873955141908,185.15384615384616,19.30769230769231,44.80854089230769,406.62307692307695,46.73764576712513,47600.0,366250.36569822486,2138598.4331360953,365207.100591716,1485917.1597633138,107146.39152071008,103359.2278269874,22.820869933136095
3033,0.0,9.2755,17.5,149.0503550778521,220.25,16.625,35.9955,1397.0035,67.70151021263057,7500.0,1235627.10375675,784991.7168749999,1911875.0,155000.0,458415.72,2999113.0658886237,6691.902031043074
3404,0.028200000000000003,5.585,58.5,155.0,237.0,18.9,143.97570000000002,1420.55,19.65,30000.0,213860.0025,19600.0,2402500.0,0.0,742.5625,608400.0,13.9876
5293,2.8337999999999997,8.526264333333332,6.666666666666666,138.4004734371361,183.33333333333331,17.266666666666666,13.332256426666667,422.18999999999994,46.40189345890665,10271.124272405268,270126.5120666666,539705.0784666666,1722955.6002278929,1909776.4345430504,25448.252466666658,1437884.722222222,4349.119397568088
3707,1.6099999999999994,4.088000000000001,20.0,134.6122904358975,208.2,16.56,43.2614,1135.64,58.1329765755418,32800.0,3518322.9184,145392.78399999999,150400.0,3170400.0,1207407.364336,5670841.3696,3090.775936987744
4870,2.5211,4.137499999999999,47.0,160.66648110356,226.75,22.95,112.1731,719.675,9.175,60800.0,451108.351875,19926.75,750000.0,151875.0,14553.3675,86092.27095358579,11.6427
5075,0.0,2.631333333333333,21.666666666666664,137.34907611229866,183.66666666666666,14.833333333333334,48.621668773333326,885.0066666666665,64.53262633150844,8400.0,1279989.3333555553,24317.475555555557,20000.0,2222.222222222222,310246.1477555555,11442.404022650599,41083.59528161999
5016,3.6664999999999996,3.9066666666666663,27.333333333333332,149.56921159544166,216.66666666666663,16.833333333333332,61.10466666666667,505.06666666666666,14.733333333333334,4700.0,142008.96888888892,21067.202222222222,8888.888888888889,20000.0,39555.46888888889,983736.8888888888,2090.5052176022223
5647,3.1950000000000003,3.0418526363636365,6.0,121.81882741427651,174.72727272727272,13.327272727272728,11.820979025454545,1078.8990909090908,56.65719298465494,30413.372817215804,3690383.3176082643,198779.79292892563,1767134.5115338918,1704593.8424020614,2094044.6819900824,45681335.02066116,3882.9269685139834
4329,2.0761999999999996,3.7799999999999994,41.33333333333333,141.72836757089777,221.44444444444443,15.88888888888889,98.31573277777778,663.154,14.41111111111111,25900.0,18926.59546222222,3558.617283950617,4439506.172839506,3485432.098765432,64139.48122469134,1203216.8774624125,229.7526777777778
3574,2.6454999999999997,4.393999999999999,24.666666666666668,153.18507923485691,207.66666666666666,16.133333333333333,55.42233333333333,893.9299999999998,52.13298989701936,10600.0,1068113.5537999999,77413.6288888889,1342222.222222222,388888.8888888889,24462.076088888884,204002.16666666666,1493.5758198098667
3908,1.9944999999999995,3.0729999999999995,11.833333333333332,140.46761354093886,190.0,13.371666666666666,24.49431033333333,643.1266666666667,79.23736056701485,14200.0,1088283.2480222224,64044.70888888888,1034722.2222222221,3818888.888888889,577425.7347222222,5160214.633567236,1225.4410496925332
4303,0.0,3.1163076923076924,23.76923076923077,145.87070293420075,199.92307692307693,14.869230769230771,53.972307692307695,942.3800000000001,77.72586500793336,20200.0,1239324.4461076923,26868.699289940832,1260946.7455621304,5929940.828402367,276778.3486390532,1904510.8923296938,28312.631503919816
4983,0.0,6.1759,24.8,151.3165299179136,187.5,20.76,59.004792212,540.807,39.269257648083865,45600.0,531345.178821,1330776.0804000003,2283600.0,5138100.0,40226.934029000004,199274.52833659778,877.7903131309001
4042,1.3499,5.116428571428571,24.142857142857142,132.92857142857144,221.92857142857142,15.057142857142857,52.983321571428576,1392.2314285714285,33.64285714285714,65000.0,2258253.9314236734,122959.81632653059,8585969.387755102,8812857.142857142,676102.6280102042,605548.9252444229,443.12933391836737
3447,1.7378000000000005,3.785,24.0,144.0153630448719,212.75,16.099999999999998,52.313875,1178.95,95.825,15400.0,2652774.3675,69974.776875,541875.0,9187500.0,800936.6699999999,3786756.75,4218.249389851875
3615,0.031200000000000117,7.016666666666666,27.33333333333333,129.91319714990988,224.66666666666666,17.866666666666667,62.926156666666664,1364.9666666666665,58.35496095923634,14600.0,2433165.0022222227,240965.37555555554,3048888.888888889,3326666.666666666,665717.0224666666,2660908.4263459006,105.27653567086666
