,bandgap (eV),ave:Polarizability,ave:atomic_number,ave:atomic_radius,ave:atomic_radius_rahm,ave:atomic_volume,ave:atomic_weight,ave:boiling_point,ave:bulk_modulus,sum:hhi_p,var:boiling_point,var:c6_gb,var:hhi_p,var:hhi_r,var:melting_point,var:sound_velocity,var:thermal_conductivity,r1_1term,r1_2term,r1_3term,r1_4term,r2_1term,r2_2term,r2_3term,r2_4term
3577,5.2169,4.328461538461539,19.230769230769234,144.7873955141908,185.15384615384616,19.30769230769231,44.80854089230769,406.62307692307695,46.73764576712513,47600.0,366250.36569822486,2138598.4331360953,365207.100591716,1485917.1597633138,107146.39152071008,103359.2278269874,22.820869933136095,2.8034552662385974,2.5611674690164765,2.7797037382522287,2.9038454733326655,2.8003420832671706,3.001240998174609,3.348360942826079,3.2548947243619506
3033,0.0,9.2755,17.5,149.0503550778521,220.25,16.625,35.9955,1397.0035,67.70151021263057,7500.0,1235627.10375675,784991.7168749999,1911875.0,155000.0,458415.72,2999113.0658886237,6691.902031043074,1.245049426894357,1.1898668899492675,1.1912587461483932,1.1311951791452346,1.107691735821273,1.156178301106368,1.1113892971777815,1.0985890091043613
3404,0.028200000000000003,5.585,58.5,155.0,237.0,18.9,143.97570000000002,1420.55,19.65,30000.0,213860.0025,19600.0,2402500.0,0.0,742.5625,608400.0,13.9876,1.2192341828996165,1.065547950409658,1.2065517373633918,1.1837221237591549,1.0913572923812185,1.1848835456633893,1.1519859703041015,1.0096547176202995
5293,2.8337999999999997,8.526264333333332,6.666666666666666,138.4004734371361,183.33333333333331,17.266666666666666,13.332256426666667,422.18999999999994,46.40189345890665,10271.124272405268,270126.5120666666,539705.0784666666,1722955.6002278929,1909776.4345430504,25448.252466666658,1437884.722222222,4349.119397568088,2.7648672492419615,2.7074811094093945,2.6229085696732164,2.5185476608903237,2.769072122730148,2.894842382981413,3.1101764122869557,3.2189433187972845
3707,1.6099999999999994,4.088000000000001,20.0,134.6122904358975,208.2,16.56,43.2614,1135.64,58.1329765755418,32800.0,3518322.9184,145392.78399999999,150400.0,3170400.0,1207407.364336,5670841.3696,3090.775936987744,1.5533077032636715,1.6481392190472546,1.7206094501161084,1.7501672681555331,2.160629377662017,2.2708024927073325,1.8744610002149484,1.8047655997215724
4870,2.5211,4.137499999999999,47.0,160.66648110356,226.75,22.95,112.1731,719.675,9.175,60800.0,451108.351875,19926.75,750000.0,151875.0,14553.3675,86092.27095358579,11.6427,2.161577633112738,1.94327974915175,2.1313122767214794,2.1825802563986345,2.1149809866851492,2.2732695990059884,2.2713779956726627,2.2368326998977284
5075,0.0,2.631333333333333,21.666666666666664,137.34907611229866,183.66666666666666,14.833333333333334,48.621668773333326,885.0066666666665,64.53262633150844,8400.0,1279989.3333555553,24317.475555555557,20000.0,2222.222222222222,310246.1477555555,11442.404022650599,41083.59528161999,1.897247603408648,1.685851285978344,0.5172898827222605,0.4587622729562546,1.9898118991542502,0.6385021943664628,0.5408954523049421,0.45598297336470583
5016,3.6664999999999996,3.9066666666666663,27.333333333333332,149.56921159544166,216.66666666666663,16.833333333333332,61.10466666666667,505.06666666666666,14.733333333333334,4700.0,142008.96888888892,21067.202222222222,8888.888888888889,20000.0,39555.46888888889,983736.8888888888,2090.5052176022223,2.573968748104667,2.441383260312011,2.527866021178641,2.297878986642014,1.8378973274159423,1.9581120666554481,1.9702054971952647,2.592874719883599
5647,3.1950000000000003,3.0418526363636365,6.0,121.81882741427651,174.72727272727272,13.327272727272728,11.820979025454545,1078.8990909090908,56.65719298465494,30413.372817215804,3690383.3176082643,198779.79292892563,1767134.5115338918,1704593.8424020614,2094044.6819900824,45681335.02066116,3882.9269685139834,1.626357537842832,3.8860483990066896,3.8827798160694504,3.681387243685682,3.599480229317497,3.7633173589815208,3.4995119956990113,3.540536910888898
4329,2.0761999999999996,3.7799999999999994,41.33333333333333,141.72836757089777,221.44444444444443,15.88888888888889,98.31573277777778,663.154,14.41111111111111,25900.0,18926.59546222222,3558.617283950617,4439506.172839506,3485432.098765432,64139.48122469134,1203216.8774624125,229.7526777777778,2.261200186923002,2.136368637864845,2.317333655903127,2.201072259473836,1.236848632697993,1.3378834453401662,1.2857831495668657,1.4803271752398979
